Date,Daily Cases,TOPGLOV,IHH,HARTA,DPHARMA,SUPERMX
2020-01-02,0,1.549999952,5.570000172,5.349999905,1.460000038,0.675000012
2020-01-03,0,1.556666017,5.619999886,5.400000095,1.480000019,0.67010802
2020-01-06,0,1.553333044,5.550000191,5.349999905,1.470000029,0.675000012
2020-01-07,0,1.549999952,5.599999905,5.480000019,1.580000043,0.67010802
2020-01-08,0,1.536666036,5.550000191,5.400000095,1.539999962,0.655434012
2020-01-09,0,1.526666045,5.599999905,5.429999828,1.610000014,0.660326004
2020-01-10,0,1.539999962,5.599999905,5.429999828,1.610000014,0.650542974
2020-01-13,0,1.546666026,5.539999962,5.440000057,1.620000005,0.640761018
2020-01-14,0,1.553333044,5.570000172,5.460000038,1.690000057,0.635869026
2020-01-15,0,1.600000024,5.550000191,5.480000019,1.669999957,0.650542974
2020-01-16,0,1.570000052,5.579999924,5.480000019,1.669999957,0.635869026
2020-01-17,0,1.586665988,5.630000114,5.5,1.629999995,0.635869026
2020-01-20,0,1.606665969,5.679999828,5.550000191,1.600000024,0.640761018
2020-01-21,0,1.70333302,5.730000019,5.800000191,1.679999948,0.709239006
2020-01-22,0,1.809999943,5.860000134,6.050000191,1.649999976,0.75326103
2020-01-23,0,1.786666036,5.820000172,5.889999866,1.669999957,0.743478
2020-01-24,0,1.846665978,5.789999962,6.03000021,1.690000057,0.787500024
2020-01-28,0,2,5.889999866,6.25,1.690000057,0.909781992
2020-01-29,3,1.946666002,5.800000191,6.039999962,1.700000048,0.87065202
2020-01-30,1,1.963333011,5.800000191,5.949999809,1.649999976,0.890217006
2020-01-31,0,1.950000048,5.699999809,5.920000076,1.590000033,0.87065202
2020-02-03,0,1.926666021,5.650000095,5.800000191,1.559999943,0.846194983
2020-02-04,2,1.899999976,5.71999979,5.789999962,1.570000052,0.81684798
2020-02-05,2,1.883332968,5.730000019,5.730000019,1.580000043,0.841304004
2020-02-06,0,1.873332977,5.769999981,5.800000191,1.620000005,0.802173972
2020-02-07,0,1.886666059,5.78000021,5.800000191,1.610000014,0.821739018
2020-02-10,2,1.913333058,5.769999981,5.929999828,1.580000043,0.841304004
2020-02-11,0,1.90666604,5.699999809,6,1.610000014,0.831520975
2020-02-12,0,1.950000048,5.739999771,6.119999886,1.620000005,0.841304004
2020-02-13,1,1.95333302,5.789999962,6.110000134,1.639999986,0.836413026
2020-02-14,0,1.950000048,5.809999943,6.170000076,1.639999986,0.831520975
2020-02-17,0,1.893332958,5.820000172,6.099999905,1.600000024,0.802173972
2020-02-18,0,1.883332968,5.820000172,6.110000134,1.600000024,0.80706501
2020-02-19,0,1.809999943,5.820000172,5.920000076,1.620000005,0.782607973
2020-02-20,0,1.766666055,5.809999943,5.889999866,1.620000005,0.767934024
2020-02-21,0,1.763332963,5.739999771,5.880000114,1.629999995,0.777716994
2020-02-24,0,1.813333035,5.599999905,5.909999847,1.590000033,0.772826016
2020-02-25,0,1.873332977,5.690000057,6.050000191,1.590000033,0.80706501
2020-02-26,0,1.893332958,5.659999847,6.059999943,1.600000024,0.831520975
2020-02-27,1,1.89666605,5.679999828,6.050000191,1.580000043,0.797281981
2020-02-28,0,1.879999995,5.699999809,6.199999809,1.519999981,0.777716994
2020-03-02,0,1.866665959,5.679999828,6.059999943,1.480000019,0.777716994
2020-03-03,7,1.899999976,5.599999905,6.03000021,1.529999971,0.787500024
2020-03-04,14,1.899999976,5.599999905,6.239999771,1.519999981,0.831520975
2020-03-05,0,1.909999967,5.599999905,6.230000019,1.559999943,0.836413026
2020-03-06,33,2,5.75,6.400000095,1.570000052,0.875542998
2020-03-09,18,2.036665916,5.690000057,6.420000076,1.519999981,0.831520975
2020-03-10,12,2.033333063,5.590000153,6.400000095,1.50999999,0.846194983
2020-03-11,20,2.093333006,5.590000153,6.480000019,1.50999999,0.846194983
2020-03-12,0,2.170000076,5.559999943,6.570000172,1.49000001,0.865760982
2020-03-13,48,2.170000076,5.380000114,6.059999943,1.49000001,0.865760982
2020-03-16,138,1.960000038,5,6.010000229,1.159999967,0.748368979
2020-03-17,107,1.946666002,4.679999828,6.139999866,1.159999967,0.738587022
2020-03-18,117,1.916666031,4.800000191,6.150000095,1.159999967,0.728803992
2020-03-19,110,1.950000048,5.150000095,6.329999924,1.159999967,0.714129984
2020-03-20,130,2.089999914,5.170000076,6.619999886,1.24000001,0.728803992
2020-03-23,212,2.036665916,4.809999943,6.679999828,1.24000001,0.684782028
2020-03-24,106,2.036665916,4.920000076,6.599999905,1.25,0.719021022
2020-03-25,172,2.066665888,5.099999905,6.690000057,1.25999999,0.733694971
2020-03-26,235,2.066665888,5.380000114,6.78000021,1.299999952,0.767934024
2020-03-27,130,2.106666088,5.300000191,6.989999771,1.330000043,0.826629996
2020-03-30,156,2.126666069,5.150000095,6.800000191,1.330000043,0.846194983
2020-03-31,140,2.150000095,5.159999847,6.880000114,1.389999986,0.826629996
2020-04-01,142,2.126666069,5.050000191,6.75,1.399999976,0.787500024
2020-04-02,208,2.133332968,5.059999943,6.800000191,1.399999976,0.797281981
2020-04-03,217,2.133332968,5.019999981,6.900000095,1.389999986,0.777716994
2020-04-06,131,2.136666059,5.03000021,7.039999962,1.399999976,0.797281981
2020-04-07,170,2.15666604,5.119999886,7.150000095,1.399999976,0.821739018
2020-04-08,156,2.140000105,5.139999866,7.269999981,1.409999967,0.811955988
2020-04-09,109,2.15666604,5.110000134,7.440000057,1.409999967,0.841304004
2020-04-10,118,2.166666031,5.090000153,7.46999979,1.440000057,0.826629996
2020-04-13,134,2.223332882,5.110000134,7.420000076,1.50999999,0.836413026
2020-04-14,170,2.233333111,5.090000153,7.46999979,1.549999952,0.851086974
2020-04-15,85,2.25,5.230000019,7.599999905,1.549999952,0.899999976
2020-04-16,110,2.243333101,5.230000019,7.630000114,1.580000043,0.924456
2020-04-17,69,2.266665936,5.21999979,7.679999828,1.580000043,0.958694994
2020-04-20,36,2.253333092,5.230000019,7.670000076,1.529999971,0.948912978
2020-04-21,57,2.166666031,5.130000114,7.25,1.480000019,0.978260994
2020-04-22,50,2.283333063,5.119999886,7.570000172,1.5,1.046738982
2020-04-23,71,2.299999952,5.199999809,7.5,1.549999952,1.125
2020-04-24,88,2.390000105,5.110000134,7.599999905,1.559999943,1.18858695
2020-04-27,40,2.39666605,5.110000134,7.570000172,1.580000043,1.144564986
2020-04-28,31,2.40666604,5.119999886,7.639999866,1.600000024,1.164129972
2020-04-29,94,2.420000076,5.210000038,7.699999809,1.559999943,1.154348016
2020-04-30,57,2.420000076,5.25,7.599999905,1.559999943,1.213042974
2020-05-04,55,2.39666605,5.150000095,7.400000095,1.50999999,1.266847968
2020-05-05,30,2.403332949,5.179999828,7.409999847,1.519999981,1.29619503
2020-05-06,45,2.359999895,5.190000057,7.25,1.529999971,1.398913026
2020-05-08,68,2.436666012,5.159999847,7.369999886,1.549999952,1.457609057
2020-05-12,16,2.663332939,5.159999847,7.53000021,1.590000033,1.67771697
2020-05-13,37,3.103332996,5.349999905,8.859999657,1.730000019,1.760869026
2020-05-14,40,3.43333292,5.46999979,9.18999958,1.679999948,1.892935038
2020-05-15,36,3.460000038,5.489999771,9.109999657,1.679999948,1.94184804
2020-05-18,47,3.5,5.489999771,9.130000114,1.720000029,2.181521893
2020-05-19,37,3.493333101,5.5,9.010000229,1.649999976,2.078804016
2020-05-20,31,3.599999905,5.690000057,9.420000076,1.700000048,2.245109081
2020-05-21,50,3.886666059,5.699999809,10,1.720000029,2.641304016
2020-05-22,78,3.940000057,5.429999828,10,1.710000038,2.8125
2020-05-27,15,4.286665916,5.449999809,10.88000011,1.700000048,3.375
2020-05-28,10,4.36666584,5.460000038,11.14000034,1.679999948,3.732065916
2020-05-29,103,4.43333292,5.429999828,12.53999996,1.700000048,3.76630497
2020-06-02,20,4.43333292,5.429999828,12.53999996,1.700000048,3.76630497
2020-06-03,93,4.900000095,5.5,11.22000027,1.620000005,3.492392063
2020-06-04,277,5.14666605,5.590000153,11.77999973,1.649999976,4.01086998
2020-06-05,19,5.460000038,5.550000191,12.19999981,1.639999986,4.343479156
2020-06-09,7,5.666666031,5.630000114,12.52000046,1.629999995,4.230978966
2020-06-10,2,5.693333149,5.570000172,12.5,1.669999957,4.182065964
2020-06-11,31,5.566666126,5.5,12.43999958,1.669999957,4.035326004
2020-06-12,33,5.633333206,5.429999828,12.52000046,1.629999995,3.869021893
2020-06-15,41,5.066666126,5.420000076,11.68000031,1.620000005,3.360326052
2020-06-16,11,5.320000172,5.429999828,12.03999996,1.649999976,3.580435038
2020-06-17,10,5.233333111,5.389999866,11.93999958,1.700000048,3.526631117
2020-06-18,14,4.900000095,5.400000095,11.5,1.679999948,3.389673948
2020-06-19,6,5.133333206,5.400000095,12.07999992,1.690000057,3.619565964
2020-06-22,15,5.199999809,5.519999981,11.97999954,1.649999976,3.673369884
2020-06-23,3,5.21333313,5.429999828,12,1.620000005,3.609782934
2020-06-24,6,5.199999809,5.400000095,12.10000038,1.629999995,3.482609034
2020-06-25,4,5.166666031,5.380000114,12.10000038,1.620000005,3.477718115
2020-06-26,6,4.966666222,5.360000134,11.93999958,1.600000024,3.350543976
2020-06-29,3,5.233333111,5.599999905,12.5,1.620000005,3.776087046
2020-06-30,2,5.36666584,5.5,13,1.620000005,3.913043976
2020-07-01,1,5.71333313,5.400000095,14.77999973,1.659999967,4.152718067
2020-07-02,3,5.833333015,5.449999809,15,1.669999957,4.382608891
2020-07-03,5,6.153333187,5.389999866,16,1.649999976,4.602717876
2020-07-06,5,6.653333187,5.389999866,16.5,1.669999957,5.067391872
2020-07-07,6,6.820000172,5.349999905,16.70000076,1.659999967,5.223914146
2020-07-08,3,6.846665859,5.340000153,16.42000008,1.649999976,5.311956882
2020-07-09,6,7.059999943,5.269999981,16.60000038,1.659999967,6.084783077
2020-07-10,13,7.306665897,5.340000153,17.05999947,1.649999976,6.661956787
2020-07-13,7,8,5.400000095,17.89999962,1.629999995,7.816306114
2020-07-14,4,7.71999979,5.349999905,17,1.629999995,7.77717495
2020-07-15,5,7.266665936,5.429999828,15.60000038,1.889999986,7.366304874
2020-07-16,3,6.566666126,5.340000153,15.15999985,1.950000048,7.28804493
2020-07-17,18,7.659999847,5.329999924,17.10000038,1.909999967,8.65760994
2020-07-20,21,8.273332596,5.360000134,17.45999908,1.899999976,9.000000954
2020-07-21,15,8.313332558,5.460000038,18,2.279999971,8.745654106
2020-07-22,16,8.233332634,5.389999866,17.37999916,2.960000038,8.471739769
2020-07-23,9,8.706665993,5.400000095,18,2.849999905,8.530435562
2020-07-24,21,8.479999542,5.389999866,17.68000031,2.619999886,8.383696556
2020-07-27,7,8.626666069,5.369999886,18.29999924,2.869999886,8.530435562
2020-07-28,39,8.800000191,5.650000095,19.89999962,2.819999933,9.293479919
2020-07-29,13,8.71333313,5.480000019,20.12000084,2.690000057,9.136958122
2020-07-30,8,8.626666069,5.400000095,20.28000069,2.630000114,9.048914909
2020-08-03,2,8.960000038,5.369999886,20.5,2.710000038,9.459783554
2020-08-04,1,9.453332901,5.300000191,19.94000053,2.789999962,10.96630573
2020-08-05,21,9.313332558,5.239999771,19.79999924,3.190000057,11.25000191
2020-08-06,15,9.466666222,5.400000095,19.79999924,3.079999924,11.63152409
2020-08-07,25,9.380000114,5.5,19.13999939,2.880000114,11.2108717
2020-08-10,11,9.066665649,5.340000153,18.36000061,3.170000076,10.36956692
2020-08-11,9,9.100000381,5.300000191,18.29999924,3.130000114,10.5945673
2020-08-12,11,8.166666031,5.289999962,16.12000084,3.289999962,9.234784126
2020-08-13,15,8.333333015,5.349999905,16.55999947,3.150000095,9.528262138
2020-08-14,20,7.940000057,5.400000095,16.02000046,2.920000076,8.765218735
2020-08-17,12,7.473332882,5.369999886,15.56000042,2.99000001,8.168479919
2020-08-18,7,8.693332672,5.420000076,17.55999947,3.039999962,10.17391491
2020-08-19,16,9.046666145,5.369999886,17.20000076,3.029999971,10.24239254
2020-08-21,9,9.333333015,5.579999924,17.73999977,3,10.71195793
2020-08-24,7,9.300000191,5.409999847,17.5,3.380000114,10.80978394
2020-08-25,11,8.466666222,5.409999847,16.5,3.720000029,9.684783936
2020-08-26,6,8.779999733,5.409999847,16.76000023,3.529999971,10.40869713
2020-08-27,5,8.800000191,5.409999847,16.86000061,3.579999924,9.880435944
2020-08-28,10,8.760000229,5.360000134,16.52000046,3.640000105,10.82935047
2020-09-01,14,8.833333015,5.329999924,16.45999908,3.650000095,10.6923933
2020-09-02,6,8.693332672,5.349999905,15.35999966,3.50999999,10.46739292
2020-09-03,14,8.369999886,5.28000021,13.85999966,3.410000086,9.929348946
2020-09-04,11,8.380000114,5.260000229,14,3.349999905,9.391305923
2020-09-07,62,8.279999733,5.289999962,14,3.150000095,8.804348946
2020-09-08,100,7.639999866,5.679999828,13.60000038,3.039999962,8.227174759
2020-09-09,24,7.150000095,5.349999905,13,2.970000029,7.317391872
2020-09-10,45,6.449999809,5.5,11.88000011,2.75,5.967391968
2020-09-11,182,7.760000229,5.5,12.43999958,3,7.336957932
2020-09-14,31,8.579999924,5.300000191,13,3.099999905,8.804348946
2020-09-15,23,8.430000305,5.300000191,14.10000038,3.269999981,8.188044548
2020-09-17,21,7.789999962,5.340000153,14.10000038,3.160000086,7.552175045
2020-09-18,95,7.980000019,5.329999924,14.15999985,3.269999981,7.434783936
2020-09-21,57,8,5.28000021,14,3.099999905,7.131523132
2020-09-22,82,8.029999733,5.309999943,14.06000042,3.180000067,7.53260994
2020-09-23,147,8.020000458,5.260000229,14.5,3.019999981,7.65978384
2020-09-24,71,8.550000191,5.25,15.89999962,3.069999933,8.227174759
2020-09-25,111,8.800000191,5.230000019,17,3.140000105,8.403262138
2020-09-28,115,8.770000458,5.260000229,17.42000008,3.170000076,8.550001144
2020-09-29,101,8.470000267,5.179999828,17,3.150000095,8.305436134
2020-09-30,89,8.300000191,5.199999809,16.20000076,3.160000086,8.23695755
2020-10-01,260,8.430000305,5.079999924,16.26000023,3.480000019,8.23695755
2020-10-02,287,8.760000229,5,17.5,3.329999924,8.784784317
2020-10-05,432,8.920000076,5.090000153,17.55999947,3.470000029,9.498914719
2020-10-06,691,8.640000343,5.019999981,17.02000046,3.339999914,9.029349327
2020-10-07,489,8.800000191,4.889999866,16.89999962,3.430000067,9.371741295
2020-10-08,375,8.800000191,5,17,3.440000057,9.293479919
2020-10-09,354,8.81000042,5.059999943,17.39999962,3.450000048,9.33261013
2020-10-12,563,8.970000267,4.989999771,17.5,3.619999886,9.743479729
2020-10-13,660,9.090000153,5.059999943,17.57999992,3.599999905,9.958697319
2020-10-14,660,9.479999542,5.050000191,18.15999985,3.670000076,10.40869713
2020-10-15,589,9.340000153,4.960000038,18.05999947,3.75999999,10.31087112
2020-10-16,629,9.340000153,4.949999809,18.37999916,3.940000057,10.27174091
2020-10-19,865,9.600000381,4.960000038,19,4.059999943,10.46739292
2020-10-20,862,9.479999542,4.949999809,19.04000092,3.890000105,10.13478374
2020-10-21,732,8.880000114,4.960000038,17.84000015,3.99000001,9.293479919
2020-10-22,847,8.899999619,5.190000057,17.79999924,4.010000229,9.264131546
2020-10-23,710,8.699999809,5.099999905,17.31999969,3.799999952,9.068479538
2020-10-26,1240,8.699999809,5.099999905,17.68000031,3.75,9.009783745
2020-10-27,835,8.909999847,5.150000095,18.28000069,3.910000086,9.567393303
2020-10-28,801,8.779999733,5.099999905,18.02000046,3.869999886,9.244566917
2020-10-30,799,8.569999695,4.96999979,18,3.75,9.264131546
2020-11-02,834,8.390000343,5.059999943,17.84000015,3.630000114,8.716305733
2020-11-03,1054,8.319999695,5.059999943,17.76000023,3.710000038,8.755435944
2020-11-04,1032,8.100000381,5.070000172,17.84000015,3.970000029,8.647827148
2020-11-05,1009,8.300000191,5.28000021,18,3.980000019,9.058696747
2020-11-06,1755,8.5,5.269999981,18.20000076,4.099999905,9.567393303
2020-11-09,972,8.479999542,5.400000095,18.21999931,4.010000229,9.420654297
2020-11-10,869,7.800000191,5.650000095,15.69999981,4.070000172,8.638045311
2020-11-11,822,7.860000134,5.449999809,15.5,4,8.706522942
2020-11-12,919,7.699999809,5.480000019,15.35999966,4.039999962,8.510870934
2020-11-13,1304,7.78000021,5.400000095,15.38000011,3.970000029,8.589132309
2020-11-16,1103,7.199999809,5.440000057,14.5,4,7.826087952
2020-11-17,1210,7,5.449999809,14.64000034,3.99000001,7.826087952
2020-11-18,660,7.010000229,5.46999979,14.42000008,4.130000114,7.718479156
2020-11-19,1290,6.940000057,5.429999828,14.10000038,4.090000153,7.591304779
2020-11-20,958,7.289999962,5.449999809,14.39999962,4.050000191,7.90434885
2020-11-23,1884,7.349999905,5.550000191,14.46000004,4.03000021,7.982610226
2020-11-24,2188,6.800000191,5.539999962,14.18000031,3.910000086,7.894566059
2020-11-25,970,6.650000095,5.559999943,14.35999966,3.980000019,7.90434885
2020-11-26,935,7.050000191,5.599999905,14.65999985,4.079999924,8.403262138
2020-11-27,1109,6.989999771,5.630000114,14.47999954,4.050000191,8.334783554
2020-11-30,1212,7.119999886,5.619999886,14.39999962,4.050000191,8.90217495
2020-12-01,1472,6.789999962,5.630000114,14.46000004,4,8.608696938
2020-12-02,851,6.679999828,5.599999905,14.39999962,4.03000021,8.461957932
2020-12-03,1075,6.78000021,5.5,14.65999985,3.980000019,8.510870934
2020-12-04,1141,6.650000095,5.449999809,14.5,3.900000095,8.109784126
2020-12-07,1600,6.599999905,5.5,14.43999958,3.779999971,7.699999809
2020-12-08,1012,7.090000153,5.550000191,14.65999985,3.809999943,8.25
2020-12-09,959,6.840000153,5.590000153,14.65999985,3.799999952,7.75
2020-12-10,2234,6.989999771,5.570000172,14.35999966,3.75,7.769999981
2020-12-11,1810,6.900000095,5.579999924,13.72000027,3.710000038,7.559999943
2020-12-14,1371,6.300000191,5.679999828,11.96000004,3.50999999,6.760000229
2020-12-15,1772,6.409999847,5.699999809,11.97999954,3.710000038,6.789999962
2020-12-16,1295,6.769999981,5.739999771,12.43999958,3.650000095,7.110000134
2020-12-17,1220,6.699999809,5.769999981,12.38000011,3.599999905,6.900000095
2020-12-18,1683,6.639999866,5.75,12.35999966,3.660000086,6.840000153
2020-12-21,2018,6.619999886,5.75,12.5,3.660000086,6.889999866
2020-12-22,2062,6.690000057,5.650000095,12.60000038,3.549999952,7.050000191
2020-12-23,1348,6.730000019,5.650000095,12.72000027,3.50999999,6.920000076
2020-12-24,1581,6.489999771,5.659999847,12.57999992,3.49000001,6.809999943
2020-12-28,1594,6.260000229,5.71999979,12.46000004,3.410000086,6.389999866
2020-12-29,1925,6.010000229,5.739999771,11.93999958,3.430000067,6.059999943
2020-12-30,1870,6.119999886,5.710000038,12.19999981,3.420000076,5.980000019
2020-12-31,2525,6.119999886,5.5,12.14000034,3.380000114,6.010000229
2021-01-04,1741,5.5,5.519999981,10.47999954,3.180000067,5.510000229
2021-01-05,2027,5.71999979,5.650000095,10.60000038,3.059999943,5.860000134
2021-01-06,2593,5.760000229,5.550000191,10.60000038,3.299999952,5.889999866
2021-01-07,3027,5.800000191,5.699999809,10.89999962,3.25,6.050000191
2021-01-08,2643,6.5,5.610000134,12.5,3.200000048,7.300000191
2021-01-11,2232,6.429999828,5.599999905,12.22000027,3.279999971,7.03000021
2021-01-12,3309,6.679999828,5.550000191,13.14000034,3.339999914,7.300000191
2021-01-13,2985,6.630000114,5.449999809,13,3.390000105,7.110000134
2021-01-14,3337,6.369999886,5.550000191,12.30000019,3.670000076,6.639999866
2021-01-15,3211,6.420000076,5.420000076,12.19999981,3.539999962,6.699999809
2021-01-18,3306,6.340000153,5.380000114,12.35999966,3.559999943,6.679999828
2021-01-19,3631,6.130000114,5.349999905,12.19999981,3.49000001,6.340000153
2021-01-20,4008,6.139999866,5.28000021,12.02000046,3.410000086,6.309999943
2021-01-21,3170,6.019999981,5.300000191,11.80000019,3.49000001,6.110000134
2021-01-22,3631,6.25,5.199999809,12.31999969,3.450000048,6.53000021
2021-01-25,3048,6.519999981,5.039999962,13,3.420000076,7
2021-01-26,3585,6.199999809,5.050000191,12.43999958,3.700000048,6.650000095
2021-01-27,3680,6.210000038,5.25,12.19999981,3.599999905,6.559999943
2021-01-29,5725,6.739999771,5.110000134,12.85999966,3.539999962,6.800000191
2021-02-02,3455,7.050000191,5.119999886,13.30000019,3.50999999,7.079999924
2021-02-03,4284,6.820000172,5.079999924,13.18000031,3.640000105,6.78000021
2021-02-04,4571,6.710000038,5.190000057,13.35999966,3.619999886,6.789999962
2021-02-05,3391,6.610000134,5.070000172,13.23999977,3.589999914,6.670000076
2021-02-08,3100,6.269999981,5.079999924,12.89999962,3.5,6.340000153
2021-02-09,2764,6.199999809,5.119999886,12.46000004,3.5,6.199999809
2021-02-10,3288,6.150000095,5.130000114,12.77999973,3.390000105,6.179999828
2021-02-11,3384,6.179999828,5.130000114,12.69999981,3.400000095,6.239999771
2021-02-15,2176,6.170000076,5.119999886,12.46000004,3.450000048,6.099999905
2021-02-16,2720,6.059999943,5.099999905,12.43999958,3.450000048,5.860000134
2021-02-17,2998,6.190000057,5.099999905,12.5,3.50999999,6.090000153
2021-02-18,2712,6.070000172,5.099999905,12.38000011,3.5,6
2021-02-19,2936,6.050000191,5.090000153,12.06000042,3.480000019,5.800000191
2021-02-22,2192,5.78000021,5.079999924,11.64000034,3.420000076,5.53000021
2021-02-23,2468,5.670000076,5.090000153,11.06000042,3.430000067,5.449999809
2021-02-24,3545,5.230000019,5.079999924,10.39999962,3.190000057,5.039999962
2021-02-25,1924,5.300000191,5.090000153,10.14000034,3.099999905,4.989999771
2021-02-26,2253,5.239999771,5.079999924,10,3.099999905,4.840000153
2021-03-01,1828,4.900000095,5.289999962,9.380000114,3.029999971,4.360000134
2021-03-02,1555,4.75,5.5,9.409999847,2.880000114,4.110000134
2021-03-03,1745,5.090000153,5.5,9.850000381,2.849999905,4.659999847
2021-03-04,2063,4.960000038,5.46999979,9.649999619,2.809999943,4.360000134
2021-03-05,2154,5.25,5.329999924,9.75,2.730000019,4.5
2021-03-08,1529,5.039999962,5.289999962,9.699999809,2.569999933,4.210000038
2021-03-09,1280,5.190000057,5.199999809,9.720000267,2.5,4.28000021
2021-03-10,1448,5.320000172,5.289999962,9.789999962,2.640000105,4.260000229
2021-03-11,1647,5.320000172,5.309999943,9.779999733,2.650000095,4.210000038
2021-03-12,1575,5.199999809,5.199999809,9.720000267,2.599999905,4.079999924
2021-03-15,1208,5.179999828,5.199999809,9.829999924,2.569999933,4.090000153
2021-03-16,1063,5.199999809,5.21999979,9.720000267,2.619999886,4.099999905
2021-03-17,1219,5.380000114,5.28000021,9.649999619,2.660000086,4.349999905
2021-03-18,1213,5.260000229,5.349999905,9.699999809,2.700000048,4.21999979
2021-03-19,1576,5.409999847,5.480000019,9.68999958,2.640000105,4.309999943
2021-03-22,1116,5.400000095,5.309999943,9.699999809,2.690000057,4.25
2021-03-23,1384,5.050000191,5.309999943,9.600000381,2.779999971,4.150000095
2021-03-24,1268,5.119999886,5.340000153,9.659999847,2.730000019,4.190000057
2021-03-25,1360,5.099999905,5.409999847,9.630000114,2.74000001,4.21999979
2021-03-26,1275,5.150000095,5.409999847,9.539999962,2.809999943,4.159999847
2021-03-29,941,5.050000191,5.340000153,9.390000343,2.779999971,4.119999886
2021-03-30,1133,4.78000021,5.429999828,9.359999657,2.779999971,3.950000048
2021-03-31,1482,4.519999981,5.320000172,8.930000305,2.75,3.809999943
2021-04-01,1178,4.639999866,5.300000191,9.020000458,2.75999999,3.950000048
2021-04-02,1294,4.75,5.289999962,8.979999542,2.920000076,3.950000048
2021-04-05,1070,4.679999828,5.329999924,8.949999809,2.859999895,3.829999924
2021-04-06,1300,4.769999981,5.300000191,9.140000343,2.890000105,3.940000057
2021-04-07,1139,4.909999847,5.400000095,9.25,2.900000095,4.03000021
2021-04-08,1285,5.400000095,5.300000191,10.14000034,2.930000067,4.869999886
2021-04-09,1854,5.230000019,5.300000191,9.890000343,2.920000076,4.570000172
2021-04-12,1317,5.25,5.380000114,9.699999809,2.799999952,4.579999924
2021-04-13,1767,5.079999924,5.389999866,9.460000038,2.809999943,4.460000038
2021-04-14,1889,5.130000114,5.400000095,9.470000267,2.880000114,4.599999905
2021-04-15,2148,5.440000057,5.349999905,10,2.880000114,5.099999905
2021-04-16,2551,5.570000172,5.389999866,10.11999989,2.829999924,5.309999943
2021-04-19,2078,5.460000038,5.369999886,10.03999996,2.75999999,5.440000057
2021-04-20,2341,5.400000095,5.380000114,9.869999886,2.680000067,5.400000095
2021-04-21,2340,5.449999809,5.349999905,10.11999989,2.599999905,5.539999962
2021-04-22,2875,5.619999886,5.5,10.53999996,2.609999895,5.769999981
2021-04-23,2847,5.730000019,5.480000019,10.77999973,2.599999905,5.949999809
2021-04-26,2776,5.900000095,5.400000095,11.18000031,2.660000086,6.28000021
2021-04-27,2733,5.78000021,5.349999905,10.69999981,2.849999905,6.099999905
2021-04-28,3142,5.670000076,5.389999866,10.39999962,2.910000086,5.869999886
2021-04-30,3788,5.650000095,5.380000114,10.27999973,2.849999905,6.03000021
2021-05-03,2500,5.480000019,5.260000229,9.979999542,2.930000067,5.880000114
2021-05-04,3120,5.449999809,5.260000229,9.930000305,2.920000076,5.820000172
2021-05-05,3744,5.320000172,5.199999809,9.829999924,2.849999905,5.570000172
2021-05-06,3551,5.059999943,5.610000134,9.25,2.819999933,4.869999886
2021-05-07,4498,5.260000229,5.659999847,9.56000042,2.839999914,4.960000038
2021-05-10,3807,5.159999847,5.659999847,9.579999924,2.869999886,4.630000114
2021-05-11,3973,5.179999828,5.579999924,9.470000267,2.789999962,4.630000114
2021-05-12,4765,5.349999905,5.449999809,9.529999733,2.849999905,4.769999981
2021-05-17,4446,5.289999962,5.320000172,9.710000038,2.849999905,4.639999866
2021-05-18,4865,5.340000153,5.349999905,9.550000191,2.849999905,4.639999866
2021-05-19,6075,5.449999809,5.28000021,9.909999847,2.900000095,5.019999981
