Date,9334.KL,5005.KL,0097.KL,0138.KL,0128.KL
2020-01-02,9.300000190734863,2.180000066757202,7.920000076293945,1.1399999856948853,1.5666660070419312
2020-01-03,9.300000190734863,2.319999933242798,8.0,1.1200000047683716,1.6200000047683716
2020-01-06,9.3100004196167,2.2799999713897705,8.029999732971191,1.1299999952316284,1.5866659879684448
2020-01-07,9.3100004196167,2.2899999618530273,8.020000457763672,1.1299999952316284,1.6200000047683716
2020-01-08,9.25,2.2100000381469727,8.0,1.1100000143051147,1.5866659879684448
2020-01-09,9.359999656677246,2.240000009536743,8.0,1.1200000047683716,1.5866659879684448
2020-01-10,9.84000015258789,2.3499999046325684,8.289999961853027,1.1200000047683716,1.600000023841858
2020-01-13,10.199999809265137,2.4200000762939453,8.5,1.1200000047683716,1.6066659688949585
2020-01-14,10.319999694824219,2.490000009536743,8.430000305175781,1.1299999952316284,1.5666660070419312
2020-01-15,10.260000228881836,2.490000009536743,8.899999618530273,1.1200000047683716,1.5800000429153442
2020-01-16,10.34000015258789,2.4600000381469727,9.010000228881836,1.1200000047683716,1.5933330059051514
2020-01-17,10.300000190734863,2.490000009536743,9.069999694824219,1.1200000047683716,1.6066659688949585
2020-01-20,10.800000190734863,2.440000057220459,9.319999694824219,1.1200000047683716,1.600000023841858
2020-01-21,10.880000114440918,2.4100000858306885,9.319999694824219,1.1100000143051147,1.6533329486846924
2020-01-22,11.300000190734863,2.440000057220459,9.239999771118164,1.1399999856948853,1.7333329916000366
2020-01-23,11.699999809265137,2.430000066757202,9.329999923706055,1.1399999856948853,1.766666054725647
2020-01-24,12.0,2.430000066757202,9.300000190734863,1.1299999952316284,1.7466659545898438
2020-01-28,11.279999732971191,2.3399999141693115,9.199999809265137,1.100000023841858,1.7066659927368164
2020-01-29,11.380000114440918,2.3499999046325684,9.569999694824219,1.1100000143051147,1.7333329916000366
2020-01-30,10.899999618530273,2.2899999618530273,9.40999984741211,1.090000033378601,1.666666030883789
2020-01-31,10.119999885559082,2.2100000381469727,9.300000190734863,1.0399999618530273,1.559999942779541
2020-02-03,9.25,2.2200000286102295,9.0600004196167,1.0800000429153442,1.6266659498214722
2020-02-04,9.550000190734863,2.180000066757202,9.180000305175781,1.0800000429153442,1.600000023841858
2020-02-05,9.859999656677246,2.200000047683716,9.369999885559082,1.1100000143051147,1.6200000047683716
2020-02-06,10.760000228881836,2.2300000190734863,9.399999618530273,1.1399999856948853,1.6866660118103027
2020-02-07,10.5600004196167,2.2100000381469727,9.260000228881836,1.149999976158142,1.666666030883789
2020-02-10,9.899999618530273,2.1700000762939453,9.010000228881836,1.159999966621399,1.6399999856948853
2020-02-11,10.180000305175781,2.2100000381469727,9.100000381469727,1.3300000429153442,1.6533329486846924
2020-02-12,10.199999809265137,2.2100000381469727,9.079999923706055,1.3200000524520874,1.659999966621399
2020-02-13,10.199999809265137,2.190000057220459,8.979999542236328,1.350000023841858,1.6733330488204956
2020-02-14,10.220000267028809,2.2200000286102295,8.949999809265137,1.3700000047683716,1.6866660118103027
2020-02-17,10.199999809265137,2.240000009536743,8.899999618530273,1.3300000429153442,1.666666030883789
2020-02-18,9.90999984741211,2.200000047683716,8.800000190734863,1.2400000095367432,1.659999966621399
2020-02-19,9.949999809265137,2.200000047683716,8.800000190734863,1.2300000190734863,1.6333329677581787
2020-02-20,10.140000343322754,2.2200000286102295,8.800000190734863,1.2899999618530273,1.6266659498214722
2020-02-21,10.039999961853027,2.2200000286102295,8.920000076293945,1.2999999523162842,1.613332986831665
2020-02-24,9.680000305175781,2.190000057220459,8.789999961853027,1.2200000286102295,1.5666660070419312
2020-02-25,9.789999961853027,2.200000047683716,8.819999694824219,1.2300000190734863,1.6266659498214722
2020-02-26,9.600000381469727,2.2100000381469727,8.800000190734863,1.1799999475479126,1.6200000047683716
2020-02-27,9.350000381469727,2.109999895095825,8.670000076293945,1.1200000047683716,1.5399999618530273
2020-02-28,8.640000343322754,2.009999990463257,8.399999618530273,1.1200000047683716,1.5133329629898071
2020-03-02,8.239999771118164,2.049999952316284,8.270000457763672,1.2000000476837158,1.5266660451889038
2020-03-03,8.619999885559082,2.130000114440918,8.350000381469727,1.159999966621399,1.5066659450531006
2020-03-04,8.960000038146973,2.109999895095825,8.1899995803833,1.190000057220459,1.4666659832000732
2020-03-05,9.069999694824219,2.180000066757202,8.289999961853027,1.1699999570846558,1.5199999809265137
2020-03-06,8.899999618530273,2.180000066757202,8.270000457763672,1.1399999856948853,1.4666659832000732
2020-03-09,7.949999809265137,2.009999990463257,7.940000057220459,1.0299999713897705,1.2000000476837158
2020-03-10,8.0600004196167,2.049999952316284,8.0,1.0800000429153442,1.3533329963684082
2020-03-11,8.260000228881836,2.059999942779541,8.050000190734863,1.1200000047683716,1.326665997505188
2020-03-12,7.789999961853027,2.049999952316284,7.800000190734863,1.0700000524520874,1.2599999904632568
2020-03-13,7.789999961853027,2.049999952316284,7.599999904632568,1.0299999713897705,1.1333329677581787
2020-03-16,6.519999980926514,1.840000033378601,6.960000038146973,0.8849999904632568,0.9800000190734863
2020-03-17,6.269999980926514,1.840000033378601,7.46999979019165,0.9150000214576721,1.0733330249786377
2020-03-18,5.829999923706055,1.7899999618530273,7.079999923706055,0.8600000143051147,0.8933330178260803
2020-03-19,5.130000114440918,1.600000023841858,6.800000190734863,0.7950000166893005,0.7466660141944885
2020-03-20,5.860000133514404,1.7300000190734863,6.860000133514404,0.8349999785423279,0.9666659832000732
2020-03-23,5.400000095367432,1.659999966621399,6.610000133514404,0.800000011920929,0.8933330178260803
2020-03-24,5.869999885559082,1.7100000381469727,6.829999923706055,0.8849999904632568,1.0
2020-03-25,6.079999923706055,1.6200000047683716,7.059999942779541,0.9300000071525574,1.100000023841858
2020-03-26,6.019999980926514,1.649999976158142,6.960000038146973,0.9399999976158142,1.0733330249786377
2020-03-27,6.300000190734863,1.6699999570846558,7.360000133514404,0.9449999928474426,1.113332986831665
2020-03-30,6.119999885559082,1.649999976158142,7.099999904632568,0.9549999833106995,1.1266659498214722
2020-03-31,6.449999809265137,1.5800000429153442,7.130000114440918,0.9599999785423279,1.2066659927368164
2020-04-01,6.5,1.5700000524520874,7.059999942779541,0.949999988079071,1.2533329725265503
2020-04-02,6.739999771118164,1.5700000524520874,7.349999904632568,0.9700000286102295,1.3466659784317017
2020-04-03,6.690000057220459,1.559999942779541,7.360000133514404,0.9599999785423279,1.3666659593582153
2020-04-06,6.900000095367432,1.7100000381469727,7.5,0.9750000238418579,1.4533330202102661
2020-04-07,7.349999904632568,1.7400000095367432,7.650000095367432,1.0,1.4666659832000732
2020-04-08,7.409999847412109,1.7200000286102295,7.699999809265137,0.9750000238418579,1.3666659593582153
2020-04-09,8.300000190734863,1.809999942779541,8.109999656677246,0.9750000238418579,1.3600000143051147
2020-04-10,8.020000457763672,1.7699999809265137,8.0,0.9700000286102295,1.2933330535888672
2020-04-13,7.900000095367432,1.7200000286102295,8.0,0.9700000286102295,1.2333329916000366
2020-04-14,8.1899995803833,1.7899999618530273,7.920000076293945,1.0099999904632568,1.3533329963684082
2020-04-15,8.069999694824219,1.840000033378601,8.020000457763672,1.0399999618530273,1.3799999952316284
2020-04-16,8.100000381469727,1.8700000047683716,8.010000228881836,1.1299999952316284,1.4199999570846558
2020-04-17,8.239999771118164,1.899999976158142,8.149999618530273,1.1399999856948853,1.426666021347046
2020-04-20,8.369999885559082,1.9199999570846558,8.079999923706055,1.1799999475479126,1.399999976158142
2020-04-21,8.260000228881836,1.8600000143051147,7.989999771118164,1.1299999952316284,1.3799999952316284
2020-04-22,8.109999656677246,1.8600000143051147,7.920000076293945,1.2000000476837158,1.4199999570846558
2020-04-23,8.15999984741211,1.899999976158142,7.980000019073486,1.1799999475479126,1.4199999570846558
2020-04-24,8.0600004196167,1.8600000143051147,8.039999961853027,1.190000057220459,1.4199999570846558
2020-04-27,7.96999979019165,1.909999966621399,8.050000190734863,1.159999966621399,1.4333330392837524
2020-04-28,7.960000038146973,1.8700000047683716,8.100000381469727,1.1699999570846558,1.4333330392837524
2020-04-29,8.079999923706055,1.9299999475479126,8.15999984741211,1.2400000095367432,1.4666659832000732
2020-04-30,8.09000015258789,1.9800000190734863,8.289999961853027,1.2699999809265137,1.486665964126587
2020-05-04,7.980000019073486,1.909999966621399,8.199999809265137,1.25,1.4733330011367798
2020-05-05,8.1899995803833,1.9800000190734863,8.199999809265137,1.309999942779541,1.4733330011367798
2020-05-06,7.900000095367432,2.0199999809265137,8.350000381469727,1.2899999618530273,1.486665964126587
2020-05-08,7.949999809265137,2.0,8.3100004196167,1.2799999713897705,1.5199999809265137
2020-05-12,8.020000457763672,2.009999990463257,8.119999885559082,1.3200000524520874,1.5266660451889038
2020-05-13,7.880000114440918,1.9900000095367432,8.199999809265137,1.309999942779541,1.559999942779541
2020-05-14,7.940000057220459,1.9900000095367432,8.199999809265137,1.2799999713897705,1.5066659450531006
2020-05-15,7.929999828338623,2.0,8.140000343322754,1.2999999523162842,1.5066659450531006
2020-05-18,8.0,2.0299999713897705,8.0,1.340000033378601,1.5199999809265137
2020-05-19,7.909999847412109,2.0,8.0,1.4700000286102295,1.5333329439163208
2020-05-20,7.949999809265137,1.9900000095367432,7.989999771118164,1.4800000190734863,1.6066659688949585
2020-05-21,7.96999979019165,2.059999942779541,8.0,1.4800000190734863,1.553333044052124
2020-05-22,7.900000095367432,2.0,8.09000015258789,1.4800000190734863,1.559999942779541
2020-05-27,7.960000038146973,2.0199999809265137,8.149999618530273,1.2999999523162842,1.613332986831665
2020-05-28,7.849999904632568,2.0,8.100000381469727,1.3600000143051147,1.5666660070419312
2020-05-29,7.840000152587891,2.009999990463257,8.600000381469727,1.350000023841858,1.6200000047683716
2020-06-02,7.840000152587891,2.009999990463257,8.600000381469727,1.350000023841858,1.6200000047683716
2020-06-03,7.480000019073486,2.0,8.520000457763672,1.2899999618530273,1.7000000476837158
2020-06-04,7.480000019073486,1.9700000286102295,8.319999694824219,1.2899999618530273,1.7866660356521606
2020-06-05,7.380000114440918,1.940000057220459,8.460000038146973,1.2400000095367432,1.7333329916000366
2020-06-09,7.829999923706055,1.9500000476837158,8.5600004196167,1.2400000095367432,1.7333329916000366
2020-06-10,8.020000457763672,1.9800000190734863,8.829999923706055,1.3700000047683716,1.773332953453064
2020-06-11,7.71999979019165,1.9600000381469727,8.680000305175781,1.4199999570846558,1.6933330297470093
2020-06-12,7.690000057220459,1.909999966621399,8.640000343322754,1.4500000476837158,1.7333329916000366
2020-06-15,7.480000019073486,1.8700000047683716,8.600000381469727,1.3799999952316284,1.6066659688949585
2020-06-16,7.460000038146973,1.909999966621399,8.59000015258789,1.440000057220459,1.659999966621399
2020-06-17,7.519999980926514,1.940000057220459,8.59000015258789,1.5,1.6799999475479126
2020-06-18,7.409999847412109,1.899999976158142,8.720000267028809,1.5299999713897705,1.659999966621399
2020-06-19,7.579999923706055,1.899999976158142,8.649999618530273,1.4700000286102295,1.7066659927368164
2020-06-22,7.619999885559082,1.9600000381469727,8.680000305175781,1.5,1.666666030883789
2020-06-23,7.710000038146973,2.0,8.800000190734863,1.4700000286102295,1.659999966621399
2020-06-24,7.840000152587891,2.0399999618530273,9.149999618530273,1.4800000190734863,1.666666030883789
2020-06-25,7.75,2.0999999046325684,9.199999809265137,1.440000057220459,1.6399999856948853
2020-06-26,7.659999847412109,2.069999933242798,9.25,1.4199999570846558,1.6333329677581787
2020-06-29,7.400000095367432,2.069999933242798,9.149999618530273,1.399999976158142,1.600000023841858
2020-06-30,7.409999847412109,2.049999952316284,9.140000343322754,1.4199999570846558,1.6866660118103027
2020-07-01,7.380000114440918,2.0399999618530273,9.430000305175781,1.5199999809265137,1.6933330297470093
2020-07-02,7.480000019073486,2.0399999618530273,9.350000381469727,1.5099999904632568,1.7333329916000366
2020-07-03,7.960000038146973,2.180000066757202,9.5,1.5099999904632568,1.7466659545898438
2020-07-06,8.25,2.450000047683716,9.600000381469727,1.5399999618530273,1.8733329772949219
2020-07-07,8.539999961853027,2.430000066757202,10.180000305175781,1.4800000190734863,1.8333330154418945
2020-07-08,8.449999809265137,2.440000057220459,10.239999771118164,1.5099999904632568,1.8799999952316284
2020-07-09,8.260000228881836,2.430000066757202,10.220000267028809,1.5,1.9800000190734863
2020-07-10,8.239999771118164,2.390000104904175,9.899999618530273,1.4600000381469727,2.0999999046325684
2020-07-13,8.229999542236328,2.450000047683716,10.380000114440918,1.4700000286102295,2.0866661071777344
2020-07-14,8.039999961853027,2.259999990463257,10.0,1.4600000381469727,2.0933330059051514
2020-07-15,8.130000114440918,2.3499999046325684,10.0,1.4500000476837158,2.2133328914642334
2020-07-16,8.079999923706055,2.319999933242798,9.989999771118164,1.4500000476837158,2.1533329486846924
2020-07-17,8.0600004196167,2.3499999046325684,10.039999961853027,1.4800000190734863,2.240000009536743
2020-07-20,8.130000114440918,2.4100000858306885,10.039999961853027,1.4700000286102295,2.1866660118103027
2020-07-21,8.5,2.609999895095825,10.199999809265137,1.440000057220459,2.3333330154418945
2020-07-22,8.399999618530273,2.509999990463257,10.0,1.440000057220459,2.353332996368408
2020-07-23,8.399999618530273,2.490000009536743,9.970000267028809,1.4500000476837158,2.293333053588867
2020-07-24,8.119999885559082,2.5,10.15999984741211,1.440000057220459,2.25333309173584
2020-07-27,8.079999923706055,2.559999942779541,10.279999732971191,1.440000057220459,2.4000000953674316
2020-07-28,8.149999618530273,2.700000047683716,11.420000076293945,1.4199999570846558,2.5066659450531006
2020-07-29,8.020000457763672,2.7799999713897705,11.84000015258789,1.3700000047683716,2.4533329010009766
2020-07-30,8.0600004196167,2.7300000190734863,12.279999732971191,1.340000033378601,2.3333330154418945
2020-08-03,8.34000015258789,3.190000057220459,12.0,1.3200000524520874,2.380000114440918
2020-08-04,8.460000038146973,3.4200000762939453,12.260000228881836,1.409999966621399,2.4600000381469727
2020-08-05,9.180000305175781,3.390000104904175,12.279999732971191,1.4700000286102295,2.440000057220459
2020-08-06,8.989999771118164,3.2699999809265137,12.279999732971191,1.4800000190734863,2.426666021347046
2020-08-07,8.899999618530273,3.2300000190734863,12.0,1.399999976158142,2.3866660594940186
2020-08-10,8.75,3.259999990463257,11.600000381469727,1.409999966621399,2.293333053588867
2020-08-11,8.699999809265137,3.2799999713897705,11.380000114440918,1.4199999570846558,2.299999952316284
2020-08-12,8.399999618530273,3.359999895095825,11.800000190734863,1.3700000047683716,2.313333034515381
2020-08-13,8.630000114440918,3.25,11.979999542236328,1.409999966621399,2.3399999141693115
2020-08-14,8.5,3.200000047683716,11.699999809265137,1.3799999952316284,2.3066658973693848
2020-08-17,8.5,3.299999952316284,11.9399995803833,1.399999976158142,2.3266661167144775
2020-08-18,8.460000038146973,3.3399999141693115,12.0,1.409999966621399,2.373332977294922
2020-08-19,8.600000381469727,3.4000000953674316,12.079999923706055,1.4199999570846558,2.426666021347046
2020-08-21,8.649999618530273,3.4000000953674316,12.079999923706055,1.409999966621399,2.486665964126587
2020-08-24,8.920000076293945,3.380000114440918,12.399999618530273,1.4500000476837158,2.5266659259796143
2020-08-25,8.529999732971191,3.5399999618530273,12.399999618530273,1.4500000476837158,2.440000057220459
2020-08-26,8.579999923706055,3.680000066757202,12.5,1.4500000476837158,2.4666659832000732
2020-08-27,8.670000076293945,3.7200000286102295,12.539999961853027,1.4600000381469727,2.4800000190734863
2020-08-28,8.630000114440918,3.700000047683716,12.100000381469727,1.4900000095367432,2.5333330631256104
2020-09-01,8.6899995803833,3.75,12.380000114440918,1.4600000381469727,2.4666659832000732
2020-09-02,9.199999809265137,3.75,12.5,1.4700000286102295,2.5
2020-09-03,9.1899995803833,3.700000047683716,12.819999694824219,1.4500000476837158,2.486665964126587
2020-09-04,9.09000015258789,3.569999933242798,12.5,1.4500000476837158,2.433332920074463
2020-09-07,9.149999618530273,3.4700000286102295,12.5,1.4299999475479126,2.3866660594940186
2020-09-08,8.779999732971191,3.2699999809265137,12.5,1.4199999570846558,2.366666078567505
